playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8480950,2019,Ilya Lyubushkin,ARI,D,other,51,327,7,4.58,0.24,0.48,0.29,0.41,0.29,0.37,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,3,0,0,0,7,0,0,1869,0,0,0,0,1.39,0.09,0.09,0.09,0.09,2,0,0,2,0,0,0,2,0,0,0.09,0,0,0,0,0,2,2,2,0.03,0,0,0.13,0.13,0.13,3.47,0.3,0.3,0.3,0.3,3,2,0,5,0,0,0,4,1,0,0.2,0.1,0,0,0,0,5,5,5,0.07,0,0,0.37,0.37,0.37,3.57,3.91,31,44,0,0,1,0,0,0
8480950,2019,Ilya Lyubushkin,ARI,D,all,51,43351,989,7.43,0.57,0.48,0.49,0.5,0.48,0.49,284,40.96,1.55,2.32,10.88,1.4,24.83,19.01,1.5,1.55,1.5,3,1,41,19,30,90,4,0,5,0,8,3,24,20,41,60,9,18,0,150,13,20,57,2,1,1.04,0.23,0.28,0,0,0,90.76,60,59.94,18,0.46,1.19,0.28,1.74,1.73,1.69,989,102,93,129,665,138,142,105,604,0,0,142626,18,8,4,54,366.92,34.79,33.28,34.83,33.34,364,138,164,666,27,36,7,359,100,43,9.83,12.58,12.39,7,11,9,667.16,502,502.15,5.12,9.13,9.23,30.62,30.77,30.23,379.11,26.17,25.63,26.12,25.58,387,148,160,695,25,20,4,437,83,15,12.1,9.26,4.81,10,9,6,694.4,535,534.91,4.86,3.38,3.38,27.66,27.57,27.26,112.43,120.27,2243,2276,0,0,0,0,0,0
8480950,2019,Ilya Lyubushkin,ARI,D,5on5,51,42523,958,7.43,0.58,0.47,0.49,0.49,0.49,0.49,250,40.96,1.55,2.32,10.88,1.4,24.83,19.01,1.5,1.55,1.5,3,1,41,19,30,90,4,0,5,0,8,3,24,20,41,60,9,18,0,147,13,20,57,2,1,1.04,0.23,0.28,0,0,0,90.76,60,59.94,18,0.46,1.19,0.28,1.74,1.73,1.69,958,100,86,127,645,136,138,101,583,0,0,109490,18,8,4,54,363.96,34.05,32.55,34.09,32.6,361,137,164,662,27,36,7,357,99,42,9.73,12.46,11.86,7,11,9,663.16,498,498.15,5.04,9.13,9.23,29.8,29.95,29.42,366.63,24.85,24.32,24.8,24.27,373,144,159,676,24,20,4,422,81,14,11.72,9.06,4.07,10,9,5,675.4,517,516.91,4.62,3.38,3.38,26.11,26.02,25.71,72.49,80.17,1689,1762,3.2,0.24,87,9,74,7
8480950,2019,Ilya Lyubushkin,ARI,D,4on5,51,454,20,5.6,0,0.3,0,0.2,0,0.24,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,4,1,14,2,4,2,12,0,0,4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01,1.02,1.01,1.02,1.01,11,2,1,14,1,0,0,11,1,1,0.17,0.1,0.74,0,0,1,14,13,13,0.17,0,0,1.18,1.18,1.18,1.92,4.5,29,115,0,0.01,0,1,0,1
8480950,2019,Ilya Lyubushkin,ARI,D,5on4,51,47,4,2.07,1,0.81,1,0.76,1,0.76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,2,2,0,0,1102,0,0,0,0,0.84,0.53,0.52,0.53,0.52,0,1,0,1,0,0,0,0,0,1,0,0,0.53,0,0,0,1,1,1,0.02,0,0,0.55,0.55,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0.38,25,8,0,0,0,0,0,0
8470144,2019,Frans Nielsen,DET,C,other,60,1495,32,3.87,0.48,0.35,0.45,0.46,0.46,0.47,164,2.74,0.81,0.29,0.66,0.1,0.68,0.46,0.71,0.81,0.71,0,0,2,1,1,4,0,0,1,0,1,0,1,0,2,3,0,0,4,0,1,1,0,1,2,0,0.13,0.68,0,0,0,4,3,3,0,0.08,0.3,0.68,0.21,0.21,0.2,32,6,2,3,21,3,4,2,23,4,4,4696,0,0,0,0,12.01,3.31,3.19,3.31,3.19,10,7,6,23,2,3,0,8,3,6,0.35,0.32,2.64,1,0,1,23,17,17,0.27,1.01,1.01,2.5,2.5,2.48,13.25,3.6,3.56,3.6,3.56,15,5,8,28,2,2,0,11,4,5,0.44,0.39,2.77,0,0,2,28,20,20,0.3,0.35,0.35,3.42,3.42,3.41,6.52,12.14,66,77,0.04,0,1,0,1,0
8470144,2019,Frans Nielsen,DET,C,all,60,49209,1164,6.08,0.36,0.43,0.41,0.47,0.41,0.47,465,82.22,8.11,5.3,18.27,2.66,40.82,32.84,7.69,7.96,7.56,3,1,86,22,20,128,8,4,4,1,15,4,35,46,82,104,4,8,210,44,11,15,75,19,14,1.76,2.4,3.95,0,0,4,123.7,108,105.51,6,1.2,1.06,3,6.31,6.22,6.17,1164,108,194,203,659,163,155,143,703,210,247,168319,8,12,5,35,315.13,26.24,25.48,25.73,24.99,326,111,131,568,17,22,1,340,66,31,8.85,7.99,9.4,6,4,7,550.11,437,425.97,4.47,5.31,5.31,25.26,24.78,24.55,446.03,45.97,43.3,46.67,43.98,448,170,188,806,43,47,10,457,108,53,12.6,12.83,20.54,14,9,20,828.32,618,631.21,7.67,11.5,11.29,42.15,42.75,41.59,113.63,152.09,2336,2595,0,0,0,0,0,0
8470144,2019,Frans Nielsen,DET,C,5on5,60,38098,892,6.08,0.4,0.46,0.45,0.47,0.45,0.47,500,64.28,4.76,3.6,15.06,1.97,33.77,26.84,4.56,4.62,4.43,1,0,70,16,19,105,4,3,1,1,13,3,28,38,67,83,4,8,191,42,9,12,68,11,7,1.57,1.23,1.97,0,0,3,100.7,86,83.51,5,0.74,0.34,1.3,4.2,4.11,4.1,892,75,132,182,503,138,118,102,534,191,217,134796,8,10,4,29,254.39,17.59,17.14,17.09,16.66,270,84,106,460,10,14,1,292,43,19,7.32,5.07,5.21,4,2,4,442.11,354,342.97,3.19,3.02,3.29,17.43,16.94,16.84,309.54,26.85,25.84,27.55,26.52,313,115,138,566,25,30,6,326,72,30,9.43,8.48,8.94,10,7,8,588.32,428,441.21,4.28,6.93,6.77,24.3,24.89,24.52,81.38,94.2,1833,2074,1.19,1.6,31,24,25,19
8470144,2019,Frans Nielsen,DET,C,4on5,60,6208,163,6.48,0.08,0.08,0.08,0.14,0.09,0.16,178,5.78,0.89,0.48,0.76,0.25,1.5,3.13,0.86,0.89,0.86,1,0,6,1,0,7,2,1,1,0,1,0,0,4,5,6,0,0,6,2,1,1,3,1,3,0.1,0.12,0.66,0,0,1,7,7,7,1,0.11,0.23,0.23,0.77,0.77,0.77,163,2,56,10,95,8,27,26,102,6,11,11053,0,0,0,1,12.6,1.38,1.35,1.38,1.35,14,2,1,17,2,1,0,10,3,3,0.34,0.37,0.66,0,1,1,17,16,16,0.19,0.23,0.23,1.34,1.34,1.34,115.69,15.24,13.63,15.24,13.63,111,48,39,198,16,15,4,110,31,18,2.57,3.85,8.82,4,2,10,198,159,159,2.97,4.22,4.17,14.05,14.05,13.28,2.54,27.7,46,277,0,0,0,0,0,0
8470144,2019,Frans Nielsen,DET,C,5on4,60,3408,77,5.94,0.96,0.68,0.85,0.79,0.85,0.76,225,9.42,1.64,0.94,1.8,0.33,4.88,2.41,1.56,1.64,1.56,1,1,8,4,0,12,2,0,1,0,0,1,6,4,8,12,0,0,8,0,0,1,4,6,2,0.08,0.92,0.64,0,0,0,12,12,12,0,0.26,0.19,0.78,1.12,1.12,1.1,77,25,4,8,40,14,6,13,44,8,7,8478,0,2,1,3,36.14,3.95,3.8,3.95,3.8,32,18,18,68,3,4,0,30,17,3,0.84,2.23,0.88,1,1,1,68,50,50,0.81,1.05,0.78,3.98,3.98,3.88,6.2,0.16,0.15,0.16,0.15,8,1,3,12,0,0,0,9,0,0,0.16,0,0,0,0,0,12,9,9,0.06,0,0,0.21,0.21,0.21,10.68,4.92,193,50,0,0,0,1,0,0
8477851,2019,Jordan Oesterle,ARI,D,other,58,1772,27,2.9,0.26,0.46,0.5,0.54,0.46,0.54,74,1.98,0.09,0.14,0.42,0.06,1.53,0.75,0.09,0.09,0.09,1,0,3,0,4,7,1,0,0,0,1,0,1,1,3,3,0,0,0,0,0,3,3,0,0,0.09,0,0,0,0,0,7,3,3,3,0.04,0,0,0.13,0.13,0.13,27,5,3,1,18,3,2,2,20,0,0,2971,0,0,0,3,12.75,1.5,1.39,1.5,1.39,13,4,9,26,1,1,0,11,4,2,0.39,0.47,0.64,1,0,0,26,17,17,0.26,0.28,0.28,1.48,1.48,1.47,14.38,4.28,4.22,4.28,4.22,12,8,6,26,2,0,0,13,1,6,0.52,0.12,3.63,0,0,2,26,20,20,0.21,0,0,4.49,4.49,4.42,4.17,4.94,60,51,0.1,0,5,0,4,0
8477851,2019,Jordan Oesterle,ARI,D,all,58,59187,1249,11.75,0.49,0.5,0.48,0.48,0.48,0.48,260,72.47,2.63,4.37,19.11,2.31,43.91,32.66,2.58,2.61,2.56,7,3,70,35,55,160,13,3,3,0,15,3,37,44,67,102,7,14,0,48,11,37,100,5,0,2.1,0.53,0,2,1,0,160.06,105,104.95,28,0.9,0.59,0.13,3.4,3.37,3.32,1249,167,118,156,808,168,187,141,753,0,0,152566,14,14,7,87,510.24,43.01,41.78,43.02,41.8,509,197,211,917,31,36,3,531,130,45,14.56,15.79,12.66,14,10,7,921.84,706,708.07,7.44,7.71,7.65,42.8,42.88,42.37,533.78,45.2,43.88,45.3,43.96,525,225,246,996,39,31,7,579,140,31,16.92,17.3,10.97,17,13,9,996.03,750,752.15,7.41,7.28,7.28,45.34,45.36,44.55,118.46,119.1,2310,2474,0,0,0,0,0,0
8477851,2019,Jordan Oesterle,ARI,D,5on5,58,51734,1101,11.75,0.49,0.49,0.47,0.49,0.48,0.48,246,65.46,2.29,3.89,17.8,2.11,39.66,29.26,2.25,2.27,2.22,4,3,60,35,46,141,10,3,2,0,12,2,34,42,57,92,6,12,0,47,11,32,90,5,0,1.76,0.53,0,2,1,0,141.06,95,94.95,25,0.77,0.44,0.13,2.93,2.91,2.86,1101,134,97,151,719,149,171,125,656,0,0,119551,12,12,6,75,443.57,36.55,35.47,36.56,35.5,435,178,179,792,24,30,3,460,114,39,12.63,13.84,10.09,9,10,5,796.84,613,615.07,6.09,6.65,6.86,35.78,35.87,35.4,478.93,37.44,36.27,37.54,36.36,468,204,226,898,33,29,6,524,128,20,15.53,15.82,6.08,17,11,5,898.03,672,674.15,6.36,6.66,6.66,37.15,37.17,36.51,79.01,81.8,1825,1935,4.82,0.87,91,16,76,14
8477851,2019,Jordan Oesterle,ARI,D,4on5,58,2286,69,9.95,0.17,0.23,0.21,0.18,0.22,0.2,155,1.49,0.11,0.09,0.16,0.04,0.47,1.14,0.11,0.11,0.11,0,0,2,0,1,3,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0.11,0,0,0,0,0,3,2,2,0,0.02,0,0,0.13,0.13,0.13,69,0,16,3,50,5,10,9,45,0,0,9920,0,2,1,0,9.83,0.55,0.55,0.55,0.55,13,0,2,15,1,0,0,12,1,0,0.44,0.12,0,1,0,0,15,13,13,0.09,0,0,0.64,0.64,0.64,31.52,2.74,2.64,2.74,2.64,36,9,13,58,3,2,1,31,11,3,0.56,1.36,0.82,0,2,1,58,45,45,0.71,0.62,0.62,2.83,2.83,2.74,3.87,12.66,51,239,0.01,0,1,0,1,0
8477851,2019,Jordan Oesterle,ARI,D,5on4,58,3395,52,6.08,0.9,0.79,0.87,0.8,0.85,0.77,75,3.53,0.14,0.25,0.74,0.11,2.26,1.51,0.13,0.14,0.13,2,0,5,0,4,9,2,0,1,0,2,1,0,1,5,5,1,2,0,0,0,2,5,0,0,0.14,0,0,0,0,0,9,5,5,0,0.07,0.15,0,0.2,0.2,0.2,52,28,2,1,21,11,4,5,32,0,0,6166,2,0,0,3,43.28,4.36,4.3,4.36,4.3,47,15,21,83,5,5,0,47,11,4,1.05,1.37,1.93,3,0,2,83,62,62,0.99,0.78,0.52,4.83,4.83,4.79,7.35,0.46,0.46,0.46,0.46,8,3,1,12,0,0,0,10,0,1,0.25,0,0.21,0,0,0,12,11,11,0.09,0,0,0.55,0.55,0.55,9.69,2.58,147,36,0,0.01,0,1,0,1
8471686,2019,Marc Staal,NYR,D,other,51,1559,23,3.98,0.55,0.38,0.27,0.42,0.28,0.4,102,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,9,2,11,0,5,6,12,0,0,3496,0,2,1,2,9.27,5.05,5,5.05,5,11,4,4,19,6,0,0,5,2,8,0.23,0.28,4.54,0,0,6,19,15,15,0.12,0,0,5.11,5.11,5.05,27.22,4.2,3.99,4.2,3.99,31,8,13,52,4,4,1,28,5,6,1,0.6,2.6,2,0,2,52,39,39,0.76,0.93,0.93,3.96,3.96,3.81,5.9,9.63,60,82,0,0,0,0,0,0
8471686,2019,Marc Staal,NYR,D,all,51,54204,1167,3.45,0.37,0.5,0.37,0.51,0.38,0.52,222,41,1.59,2.41,9.55,1.3,23.76,20.39,1.57,1.57,1.56,4,5,44,15,26,85,11,2,1,0,12,3,17,24,42,57,8,16,0,68,18,34,57,2,0,1.22,0.37,0,1,1,0,86.18,59,59.75,25,0.48,0.06,0,2.07,2.06,2.03,1167,92,212,139,724,108,159,167,733,0,0,129873,16,10,5,76,368.15,31.14,30.71,31.37,30.94,378,138,141,657,34,18,3,397,97,22,11.08,11.83,8.23,10,13,11,667.24,516,523.38,4.82,3.39,3.39,32.5,32.75,32.39,602.45,51.95,49.78,51.82,49.66,604,246,268,1118,47,66,7,644,165,41,17.34,19.81,14.81,19,17,11,1117.02,850,848.82,9.82,11.34,11.34,50.29,50.22,48.68,112.1,110.27,2182,2095,0,0,0,0,0,0
8471686,2019,Marc Staal,NYR,D,5on5,51,44560,965,3.45,0.43,0.48,0.43,0.49,0.43,0.5,237,37.33,1.53,2.31,9.19,1.21,22.6,17.17,1.51,1.51,1.49,3,4,39,15,25,79,9,2,1,0,12,2,15,22,37,52,8,16,0,65,14,30,52,2,0,1.16,0.37,0,1,1,0,80.18,54,54.75,21,0.46,0.06,0,1.98,1.97,1.94,965,88,100,123,654,101,135,139,590,0,0,103170,16,6,3,60,337.2,24.71,24.34,24.93,24.57,343,129,135,607,27,18,3,370,88,14,10.31,10.7,3.7,10,12,5,617.24,472,479.38,4.43,3.39,3.39,25.75,25.99,25.72,434.3,33.03,31.9,32.89,31.79,434,180,198,812,27,40,3,473,119,22,13.08,14.14,5.8,15,10,2,811.02,614,612.82,5.66,6.55,6.55,32.09,32.01,31.22,67.83,72.07,1624,1689,2.97,0.72,71,22,58,19
8471686,2019,Marc Staal,NYR,D,4on5,51,7910,172,3.68,0.08,0.16,0.1,0.13,0.12,0.15,99,3.67,0.06,0.09,0.36,0.09,1.17,3.23,0.06,0.06,0.06,0,0,5,0,1,6,0,0,0,0,0,1,2,2,5,5,0,0,0,3,4,4,5,0,0,0.06,0,0,0,0,0,6,5,5,4,0.02,0,0,0.09,0.09,0.09,172,0,102,13,57,6,19,22,125,0,0,6844,0,0,0,0,19.39,1.28,1.27,1.28,1.27,23,3,2,28,1,0,0,19,7,0,0.44,0.84,0,0,1,0,28,26,26,0.21,0,0,1.49,1.49,1.48,140.14,14.69,13.85,14.69,13.85,138,58,57,253,16,22,3,142,41,13,3.21,5.06,6.41,2,7,7,253,196,196,3.38,3.86,3.86,14.21,14.21,13.6,2.76,14.81,32,217,0.15,0.04,2,1,2,1
8471686,2019,Marc Staal,NYR,D,5on4,51,175,7,0.88,1,0.9,1,0.85,1,0.83,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,2,1,0,0,6,0,0,2148,0,2,1,2,2.28,0.1,0.09,0.1,0.09,1,2,0,3,0,0,0,3,0,0,0.1,0,0,0,0,0,3,3,3,0.06,0,0,0.15,0.15,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0.65,61,11,0,0,0,0,0,0
8477472,2019,Carl Dahlstrom,WPG,D,other,15,91,2,0.52,0,0.21,0.33,0.36,0,0.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,181,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.35,0.05,0.05,0.05,0.05,2,0,0,2,0,0,0,2,0,0,0.05,0,0,0,0,0,2,2,2,0.02,0,0,0.07,0.07,0.07,0.31,1.13,4,7,0,0,0,0,0,0
8477472,2019,Carl Dahlstrom,WPG,D,all,15,13288,287,1.52,0.49,0.46,0.49,0.52,0.48,0.51,75,8.81,0.43,0.48,2.29,0.3,5.46,4.11,0.43,0.41,0.41,0,1,9,5,17,31,1,0,1,0,5,0,4,4,9,14,3,6,0,5,4,14,14,0,0,0.43,0,0,0,0,0,30.31,14,13.3,14,0.1,0.29,0,0.47,0.45,0.44,287,25,40,36,186,51,37,36,163,0,0,41355,6,2,1,13,96.4,7.93,7.79,7.77,7.64,101,41,47,189,3,8,1,116,20,6,3.48,2.52,1.92,1,2,0,183.27,142,138.1,1.24,2.19,1.96,7,6.86,6.83,104.84,8.34,7.89,8.44,7.98,114,37,46,197,7,11,2,121,21,9,3.28,2.47,2.58,2,3,2,198.95,151,152.8,1.47,2.65,2.65,6.9,6.96,6.84,32.11,37.99,704,642,0,0,0,0,0,0
8477472,2019,Carl Dahlstrom,WPG,D,5on5,15,12256,264,1.52,0.49,0.42,0.52,0.49,0.51,0.48,75,8.13,0.39,0.43,2.11,0.28,5.04,3.82,0.39,0.37,0.37,0,1,8,5,17,30,1,0,1,0,4,0,4,4,8,13,3,6,0,4,4,13,13,0,0,0.39,0,0,0,0,0,29.31,13,12.3,13,0.08,0.29,0,0.42,0.39,0.39,264,25,28,35,176,51,35,31,147,0,0,32814,6,2,1,11,94.19,7.7,7.57,7.54,7.41,98,41,45,184,3,8,1,114,19,6,3.41,2.36,1.92,1,2,0,178.27,139,135.1,1.2,2.19,1.96,6.74,6.6,6.57,92.76,8.07,7.63,8.18,7.72,101,33,39,173,7,11,2,104,21,9,3.02,2.47,2.58,2,3,2,174.95,134,135.8,1.24,2.65,2.65,6.41,6.47,6.35,18.75,25.61,512,531,1.15,0.06,20,6,15,4
8477472,2019,Carl Dahlstrom,WPG,D,4on5,15,866,18,1.42,0.46,0.09,0.12,0.15,0.12,0.14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,10,1,7,0,2,4,12,0,0,1669,0,0,0,0,1.53,0.19,0.19,0.19,0.19,2,0,1,3,0,0,0,1,1,0,0.03,0.16,0,0,0,0,3,2,2,0.02,0,0,0.21,0.21,0.21,10.73,0.22,0.22,0.22,0.22,11,4,7,22,0,0,0,15,0,0,0.22,0,0,0,0,0,22,15,15,0.21,0,0,0.43,0.43,0.43,0.41,4.34,8,46,0.01,0,1,0,1,0
8477472,2019,Carl Dahlstrom,WPG,D,5on4,15,75,3,1.18,1,0.74,1,0.8,1,0.78,11,0.68,0.04,0.05,0.18,0.02,0.41,0.3,0.04,0.04,0.04,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.04,0,0,0,0,0,1,1,1,0,0.01,0,0,0.05,0.05,0.05,3,0,0,0,3,0,0,1,2,0,0,1562,0,0,0,1,0.68,0.04,0.04,0.04,0.04,1,0,0,1,0,0,0,1,0,0,0.04,0,0,0,0,0,1,1,1,0.01,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,1.11,36,9,0,0,0,0,0,0
8478500,2019,Ivan Provorov,PHI,D,other,69,4538,73,35.05,0.58,0.5,0.59,0.57,0.56,0.57,101,6.13,1.68,0.42,1.01,0.18,2.81,1.91,1.66,1.68,1.66,3,2,5,3,10,18,5,0,1,0,2,0,2,3,5,8,1,2,0,3,0,2,4,1,3,0.17,0.08,1.43,0,0,0,18,8,8,1,0.12,0.19,0.41,1.38,1.38,1.38,73,16,14,9,34,5,6,22,40,0,0,4119,2,0,0,5,57.71,13.58,12.75,13.58,12.75,55,24,29,108,13,6,0,43,16,20,1.44,2.14,10,3,3,7,108,79,79,1.34,1.05,0.85,14.06,14.06,13.25,43.26,10.01,9.66,10.01,9.66,42,20,13,75,8,5,0,30,18,14,1.07,2.27,6.67,2,0,6,75,62,62,0.98,1.07,1.07,9.92,9.92,9.67,5.33,5.24,75,57,0.01,0.01,1,1,1,1
8478500,2019,Ivan Provorov,PHI,D,all,69,102323,2017,47.42,0.54,0.5,0.53,0.51,0.53,0.51,78,130.38,9.47,8.71,31.25,4.02,77.87,56.73,9.28,9.4,9.22,13,12,149,40,83,272,37,12,16,1,40,5,51,65,137,177,13,24,0,84,16,67,168,11,10,4.29,1.29,3.89,6,2,4,269.6,189,187.73,50,1.97,3.95,1.49,9.89,9.83,9.68,2017,286,347,344,1040,287,260,352,1118,0,0,150011,24,30,15,111,866.17,93.51,90.16,93.66,90.3,909,294,367,1570,105,75,16,846,254,103,23.7,31.67,38.14,27,39,39,1570.08,1203,1204.16,13.93,16.87,16.77,90.41,90.65,88.58,784.62,80.18,77.36,80.06,77.25,772,314,315,1401,79,65,10,782,224,80,23.82,28.02,28.33,25,28,26,1400.39,1086,1082.29,12.34,13.86,13.86,78.47,78.33,76.97,109.66,108.92,2245,2141,0,0,0,0,0,0
