gameId,team,season,name,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
2019020683,STL,2019,STL,STL,BUF,HOME,2020-01-09,Team Level,all,0.5271,0.5714,0.5441,3600.0,25.594,1.585,1.777,6.632999999999999,1.065,15.417,10.523,1.5519999999999998,1.601,1.568,31.0,6.0,11.0,48.0,5.0,0.0,0.0,8.0,2.0,11.0,11.0,26.0,32.0,2.0,4.0,30.0,16.0,11.0,5.0,31.0,4.0,2.0,0.736,0.397,0.451,4.0,0.0,1.0,50.45,37.0,38.33,1.0,0.377,0.0,0.0,1.9609999999999999,1.9809999999999999,1.939,22.22,1.422,1.463,5.647,0.706,12.364,9.398,1.401,1.403,1.382,19.0,12.0,5.0,36.0,1.0,1.0,0.0,4.0,0.0,14.0,11.0,18.0,30.0,2.0,4.0,24.0,23.0,13.0,6.0,25.0,5.0,1.0,0.6509999999999999,0.5329999999999999,0.23800000000000002,1.0,0.0,0.0,33.868,31.0,29.765,5.0,0.304,0.054000000000000006,0.054000000000000006,1.671,1.6480000000000001,1.624,0
2019020698,STL,2019,STL,STL,NYR,HOME,2020-01-11,Team Level,all,0.6006,0.596,0.5844,3600.0,32.759,2.529,2.21,7.79,1.008,17.971,13.492,2.443,2.546,2.458,29.0,16.0,14.0,59.0,5.0,2.0,0.0,0.0,1.0,11.0,26.0,24.0,40.0,2.0,6.0,22.0,12.0,8.0,6.0,35.0,5.0,5.0,0.748,0.5820000000000001,1.199,2.0,1.0,2.0,61.963,45.0,46.243,4.0,0.465,0.452,0.452,2.541,2.546,2.501,23.648000000000003,1.682,1.537,5.695,0.74,12.765,9.58,1.56,1.661,1.5419999999999998,23.0,9.0,8.0,40.0,2.0,1.0,0.0,8.0,1.0,9.0,11.0,21.0,30.0,4.0,11.0,28.0,16.0,6.0,5.0,26.0,3.0,3.0,0.499,0.45799999999999996,0.725,1.0,0.0,1.0,38.211,32.0,31.353,4.0,0.32799999999999996,0.255,0.255,1.755,1.74,1.6969999999999998,0
2019020713,STL,2019,STL,STL,ANA,HOME,2020-01-13,Team Level,all,0.6407,0.6173,0.625,3600.0,28.68,2.443,2.051,7.142,0.986,16.184,11.195,2.3680000000000003,2.452,2.376,34.0,6.0,10.0,50.0,4.0,5.0,1.0,10.0,1.0,10.0,10.0,30.0,36.0,3.0,6.0,29.0,16.0,12.0,7.0,29.0,10.0,1.0,0.914,1.297,0.23199999999999998,1.0,3.0,0.0,52.583999999999996,40.0,41.193000000000005,7.0,0.439,0.42200000000000004,0.42200000000000004,2.459,2.465,2.426,18.034000000000002,1.37,1.276,3.906,0.541,10.035,6.872000000000001,1.37,1.376,1.375,21.0,3.0,7.0,31.0,1.0,0.0,0.0,3.0,1.0,8.0,11.0,20.0,23.0,2.0,4.0,22.0,18.0,9.0,6.0,17.0,6.0,1.0,0.32,0.81,0.24,1.0,0.0,0.0,30.551,24.0,23.776,4.0,0.282,0.0,0.0,1.652,1.659,1.659,0
2019020726,STL,2019,STL,STL,PHI,HOME,2020-01-15,Team Level,all,0.5207,0.5283,0.5294,3813.0,32.832,2.927,2.356,7.5760000000000005,1.078,18.508,12.555,2.766,2.8369999999999997,2.682,33.0,12.0,11.0,56.0,3.0,3.0,1.0,12.0,1.0,11.0,15.0,30.0,42.0,3.0,6.0,31.0,17.0,7.0,5.0,31.0,11.0,3.0,0.794,1.339,0.7929999999999999,0.0,2.0,1.0,54.849,45.0,44.318999999999996,4.0,0.522,0.7929999999999999,0.7929999999999999,2.656,2.597,2.502,28.414,2.694,1.7719999999999998,6.151,0.9440000000000001,14.384,14.054,2.685,2.7880000000000003,2.778,25.0,15.0,10.0,50.0,4.0,2.0,1.0,4.0,1.0,13.0,16.0,21.0,36.0,6.0,12.0,30.0,26.0,12.0,5.0,28.0,10.0,2.0,0.778,1.133,0.7829999999999999,1.0,1.0,2.0,51.131,40.0,40.733000000000004,5.0,0.39799999999999996,0.45399999999999996,0.45399999999999996,2.639,2.715,2.713,0
2019020744,STL,2019,STL,STL,COL,AWAY,2020-01-18,Team Level,all,0.3711,0.5341,0.5692,3600.0,25.426,1.915,1.6869999999999998,5.454,0.816,15.815,11.312000000000001,1.848,1.9580000000000002,1.891,24.0,13.0,10.0,47.0,3.0,0.0,0.0,4.0,2.0,8.0,20.0,21.0,34.0,4.0,8.0,26.0,20.0,14.0,9.0,30.0,6.0,1.0,0.752,0.73,0.433,1.0,1.0,1.0,46.919,37.0,36.922,2.0,0.386,0.0,0.0,2.301,2.349,2.263,20.09,3.2460000000000004,1.252,3.8810000000000002,0.606,10.43,8.586,3.2239999999999998,3.214,3.1919999999999997,19.0,9.0,13.0,41.0,5.0,0.0,0.0,3.0,0.0,11.0,9.0,14.0,23.0,4.0,8.0,22.0,19.0,11.0,7.0,18.0,7.0,3.0,0.461,0.9009999999999999,1.8840000000000001,2.0,2.0,1.0,41.013000000000005,28.0,28.163,2.0,0.276,0.0,0.0,3.522,3.485,3.4619999999999997,0
2019020772,STL,2019,STL,STL,VAN,AWAY,2020-01-27,Team Level,all,0.4638,0.5968,0.6,3600.0,35.198,3.345,2.7460000000000004,7.957000000000001,1.256,20.142,14.619000000000002,3.261,3.5069999999999997,3.418,37.0,14.0,23.0,74.0,1.0,2.0,0.0,9.0,1.0,20.0,18.0,36.0,50.0,3.0,6.0,22.0,22.0,8.0,3.0,38.0,10.0,3.0,1.245,1.176,0.924,0.0,0.0,1.0,75.581,51.0,52.034,2.0,0.626,0.47600000000000003,0.47600000000000003,3.43,3.588,3.5269999999999997,25.329,3.867,1.743,5.744,0.846,12.579,9.221,3.7260000000000004,3.7539999999999996,3.6189999999999998,25.0,9.0,16.0,50.0,3.0,3.0,0.0,8.0,0.0,8.0,12.0,22.0,31.0,2.0,4.0,35.0,21.0,6.0,9.0,17.0,11.0,6.0,0.315,1.278,2.274,0.0,2.0,1.0,48.703,34.0,33.141999999999996,9.0,0.38299999999999995,0.512,0.512,3.737,3.633,3.57,0
2019020775,STL,2019,STL,STL,CGY,AWAY,2020-01-28,Team Level,all,0.4028,0.4825,0.4667,3900.0,29.750999999999998,2.33,1.858,6.785,1.014,16.278,13.735,2.25,2.4019999999999997,2.3209999999999997,34.0,8.0,13.0,55.0,4.0,2.0,1.0,11.0,0.0,9.0,16.0,30.0,38.0,4.0,8.0,28.0,18.0,6.0,9.0,36.0,4.0,2.0,0.9470000000000001,0.409,0.973,2.0,0.0,2.0,56.41,42.0,42.989,2.0,0.405,0.35,0.35,2.385,2.454,2.386,33.428000000000004,3.455,2.449,7.656000000000001,1.123,19.574,13.743,3.333,3.3810000000000002,3.262,31.0,17.0,11.0,59.0,4.0,3.0,0.0,10.0,0.0,7.0,24.0,27.0,44.0,2.0,4.0,33.0,19.0,13.0,12.0,32.0,13.0,3.0,1.219,1.32,0.9159999999999999,1.0,2.0,1.0,58.133,48.0,47.619,6.0,0.539,0.802,0.802,3.1910000000000003,3.125,3.095,0
2019020790,STL,2019,STL,STL,EDM,AWAY,2020-01-31,Team Level,all,0.4959,0.4964,0.5054,3600.0,31.138,2.553,2.173,6.845,1.006,19.394000000000002,13.159,2.443,2.57,2.458,32.0,15.0,21.0,68.0,2.0,1.0,0.0,7.0,1.0,20.0,16.0,30.0,45.0,1.0,2.0,31.0,35.0,1.0,10.0,37.0,8.0,2.0,1.122,0.898,0.534,0.0,1.0,1.0,66.507,47.0,45.86,8.0,0.47100000000000003,0.222,0.222,2.6719999999999997,2.6889999999999996,2.6069999999999998,32.529,2.595,2.154,8.113999999999999,1.1179999999999999,17.863,14.157,2.4659999999999997,2.6060000000000003,2.477,35.0,11.0,23.0,69.0,4.0,4.0,0.0,15.0,1.0,10.0,12.0,31.0,42.0,3.0,6.0,36.0,22.0,14.0,14.0,38.0,4.0,4.0,1.115,0.42200000000000004,1.057,3.0,1.0,0.0,72.084,46.0,47.824,11.0,0.445,0.6679999999999999,0.6679999999999999,2.372,2.38,2.331,0
2019020799,STL,2019,STL,STL,WPG,AWAY,2020-02-01,Team Level,all,0.4575,0.528,0.54,3600.0,37.423,2.7289999999999996,2.428,8.777999999999999,1.202,22.529,16.335,2.637,2.745,2.653,40.0,14.0,12.0,66.0,2.0,1.0,0.0,11.0,0.0,17.0,23.0,38.0,52.0,3.0,6.0,33.0,13.0,5.0,4.0,46.0,6.0,2.0,1.505,0.745,0.478,2.0,0.0,0.0,64.48,54.0,53.47,4.0,0.535,0.21100000000000002,0.21100000000000002,3.053,3.072,3.0239999999999996,32.575,3.236,2.14,7.497999999999999,1.048,18.633,13.446,3.194,3.217,3.175,33.0,13.0,13.0,59.0,5.0,3.0,0.0,9.0,0.0,13.0,16.0,28.0,41.0,3.0,6.0,26.0,14.0,9.0,23.0,35.0,7.0,4.0,0.885,0.846,1.505,3.0,0.0,2.0,61.196000000000005,46.0,46.982,23.0,0.45,0.693,0.693,2.992,2.983,2.9539999999999997,0
2019020820,STL,2019,STL,STL,CAR,HOME,2020-02-04,Team Level,all,0.4966,0.4458,0.4928,3600.0,25.044,2.617,1.8459999999999999,5.696000000000001,0.846,13.850999999999999,9.144,2.4859999999999998,2.6260000000000003,2.495,26.0,8.0,3.0,37.0,6.0,4.0,2.0,1.0,2.0,8.0,13.0,20.0,28.0,5.0,10.0,27.0,19.0,10.0,6.0,21.0,9.0,4.0,0.674,0.945,0.9990000000000001,3.0,1.0,2.0,38.94,34.0,34.762,3.0,0.41100000000000003,0.9990000000000001,0.9990000000000001,2.029,2.039,1.953,25.111,2.653,1.798,5.4,0.82,13.453,10.875,2.588,2.6210000000000004,2.557,28.0,7.0,11.0,46.0,3.0,1.0,0.0,3.0,1.0,11.0,16.0,25.0,32.0,5.0,10.0,18.0,11.0,4.0,4.0,22.0,12.0,1.0,0.664,1.48,0.509,0.0,2.0,1.0,43.262,35.0,33.81,1.0,0.397,0.198,0.198,2.852,2.815,2.779,0
2019020834,STL,2019,STL,STL,WPG,HOME,2020-02-06,Team Level,all,0.5868,0.5625,0.6092,3600.0,37.98,3.49,2.927,9.001,1.244,21.795,14.542,3.26,3.3489999999999998,3.1210000000000004,37.0,16.0,10.0,63.0,2.0,4.0,1.0,8.0,1.0,20.0,18.0,35.0,51.0,1.0,2.0,35.0,27.0,6.0,6.0,39.0,11.0,3.0,1.324,1.385,0.7809999999999999,1.0,1.0,0.0,59.918,53.0,50.445,3.0,0.669,0.971,0.971,3.188,3.045,2.938,24.281,2.458,1.574,5.562,0.743,13.899000000000001,9.765,2.4290000000000003,2.577,2.545,25.0,9.0,15.0,49.0,4.0,2.0,0.0,3.0,1.0,15.0,9.0,21.0,30.0,3.0,6.0,25.0,13.0,6.0,3.0,28.0,4.0,2.0,0.735,0.53,1.192,2.0,1.0,1.0,52.06,34.0,36.219,2.0,0.325,0.278,0.278,2.504,2.6180000000000003,2.605,0
2019020852,STL,2019,STL,STL,DAL,HOME,2020-02-08,Team Level,all,0.4237,0.466,0.45,3739.0,26.079,1.847,1.923,5.877000000000001,0.8059999999999999,15.449000000000002,10.097999999999999,1.761,1.8330000000000002,1.746,25.0,11.0,12.0,48.0,2.0,1.0,0.0,2.0,0.0,18.0,13.0,23.0,34.0,4.0,8.0,35.0,27.0,6.0,6.0,29.0,7.0,0.0,1.034,0.813,0.0,2.0,0.0,0.0,48.13399999999999,36.0,36.12,3.0,0.42,0.17300000000000001,0.17300000000000001,2.094,2.073,2.004,31.289,2.512,2.21,7.394,1.0270000000000001,17.305999999999997,12.617,2.494,2.529,2.512,34.0,10.0,11.0,55.0,3.0,1.0,0.0,7.0,1.0,16.0,16.0,31.0,41.0,3.0,6.0,26.0,29.0,8.0,4.0,38.0,4.0,2.0,0.938,0.484,1.089,2.0,0.0,1.0,54.917,44.0,43.876999999999995,4.0,0.516,0.019,0.019,2.944,2.966,2.9389999999999996,0
2019020889,STL,2019,STL,STL,VGK,AWAY,2020-02-13,Team Level,all,0.3139,0.3333,0.3229,3750.0,22.334,2.659,1.6159999999999999,4.704,0.772,11.956,9.293,2.591,2.819,2.745,24.0,7.0,12.0,43.0,5.0,2.0,1.0,3.0,1.0,9.0,11.0,19.0,26.0,6.0,12.0,30.0,44.0,8.0,5.0,21.0,7.0,3.0,0.6990000000000001,0.992,0.968,1.0,3.0,1.0,45.213,31.0,32.629,4.0,0.381,0.5,0.5,2.539,2.6719999999999997,2.65,46.553999999999995,5.811,3.9130000000000003,10.562999999999999,1.577,25.986,17.151,5.279,5.569,5.0489999999999995,52.0,13.0,21.0,86.0,6.0,7.0,2.0,11.0,1.0,21.0,19.0,46.0,59.0,3.0,6.0,38.0,49.0,16.0,11.0,39.0,19.0,7.0,1.4369999999999998,2.158,2.2159999999999997,3.0,1.0,2.0,81.143,65.0,61.533,6.0,0.902,1.9369999999999998,1.9369999999999998,4.775,4.564,4.293,0
2019020896,STL,2019,STL,STL,NSH,HOME,2020-02-15,Team Level,all,0.4461,0.5204,0.5263,3600.0,27.451999999999998,1.92,2.168,6.232,0.907,17.705,11.068,1.875,1.854,1.808,27.0,13.0,11.0,51.0,3.0,1.0,0.0,7.0,0.0,18.0,11.0,24.0,37.0,7.0,20.0,35.0,36.0,6.0,6.0,35.0,5.0,0.0,1.2919999999999998,0.629,0.0,1.0,2.0,0.0,48.926,40.0,38.373000000000005,2.0,0.486,0.071,0.071,2.336,2.255,2.199,24.163,2.384,1.7009999999999998,5.582000000000001,0.804,14.804,9.791,2.36,2.459,2.435,27.0,9.0,11.0,47.0,4.0,1.0,1.0,4.0,0.0,13.0,14.0,23.0,32.0,7.0,20.0,31.0,13.0,7.0,2.0,32.0,2.0,2.0,0.903,0.233,1.248,3.0,0.0,1.0,49.24100000000001,36.0,37.829,2.0,0.385,0.831,0.831,1.8730000000000002,1.962,1.9509999999999998,0
2019020912,STL,2019,STL,STL,NSH,AWAY,2020-02-16,Team Level,all,0.5589,0.6106,0.6023,3600.0,36.989000000000004,2.2969999999999997,2.443,8.333,1.173,22.326,16.428,2.218,2.39,2.307,39.0,14.0,16.0,69.0,1.0,2.0,0.0,9.0,2.0,13.0,26.0,38.0,52.0,2.0,4.0,15.0,14.0,4.0,7.0,48.0,4.0,1.0,1.4609999999999999,0.5870000000000001,0.249,1.0,0.0,0.0,70.774,53.0,54.24,4.0,0.519,0.419,0.419,2.397,2.49,2.451,24.959,1.8130000000000002,1.696,6.016,0.8270000000000001,14.467,10.181000000000001,1.7169999999999999,1.756,1.6640000000000001,24.0,11.0,9.0,44.0,2.0,3.0,1.0,3.0,0.0,7.0,20.0,22.0,33.0,3.0,6.0,31.0,20.0,9.0,18.0,30.0,4.0,1.0,0.9209999999999999,0.55,0.342,1.0,1.0,0.0,43.192,35.0,34.549,12.0,0.354,0.564,0.564,1.6019999999999999,1.554,1.5190000000000001,0
2019020924,STL,2019,STL,STL,N.J,HOME,2020-02-18,Team Level,all,0.7856,0.6087,0.6429,3600.0,32.588,2.9019999999999997,2.381,7.559,1.117,18.176,12.866,2.795,2.845,2.741,39.0,6.0,11.0,56.0,3.0,2.0,0.0,11.0,0.0,17.0,12.0,36.0,42.0,3.0,8.0,22.0,13.0,14.0,9.0,33.0,9.0,3.0,1.047,1.057,0.799,1.0,2.0,0.0,56.604,45.0,45.324,5.0,0.503,0.316,0.316,3.09,3.0380000000000003,2.947,18.255,0.792,1.0070000000000001,4.317,0.575,9.505,8.805,0.789,0.809,0.807,17.0,8.0,11.0,36.0,0.0,0.0,0.0,4.0,0.0,6.0,15.0,17.0,25.0,3.0,6.0,29.0,14.0,12.0,8.0,24.0,1.0,0.0,0.7,0.091,0.0,0.0,0.0,0.0,35.983000000000004,25.0,25.101,5.0,0.212,0.0,0.0,1.004,1.025,1.022,0
2019020938,STL,2019,STL,STL,ARI,HOME,2020-02-20,Team Level,all,0.6715,0.6786,0.7386,3600.0,44.831,3.432,3.153,10.134,1.4140000000000001,27.796999999999997,19.07,3.31,3.303,3.185,46.0,19.0,11.0,76.0,1.0,3.0,0.0,8.0,3.0,24.0,26.0,45.0,64.0,3.0,6.0,22.0,16.0,10.0,7.0,52.0,11.0,2.0,1.621,1.3,0.51,0.0,1.0,0.0,74.102,65.0,63.464,1.0,0.657,0.6890000000000001,0.6890000000000001,3.4,3.2769999999999997,3.174,17.072,1.679,1.235,3.602,0.5579999999999999,8.853,7.0729999999999995,1.5730000000000002,1.7180000000000002,1.607,14.0,9.0,13.0,36.0,0.0,0.0,0.0,2.0,0.0,7.0,14.0,14.0,23.0,3.0,6.0,29.0,10.0,6.0,4.0,18.0,4.0,1.0,0.552,0.466,0.6609999999999999,0.0,0.0,0.0,36.789,23.0,23.447,2.0,0.3,0.0,0.0,1.979,2.026,1.8869999999999998,0
2019020944,STL,2019,STL,STL,DAL,AWAY,2020-02-21,Team Level,all,0.584,0.4828,0.4921,3600.0,21.660999999999998,2.364,1.5290000000000001,4.914,0.7559999999999999,12.084000000000001,9.353,2.237,2.642,2.501,23.0,8.0,11.0,42.0,5.0,6.0,1.0,1.0,0.0,6.0,13.0,18.0,26.0,6.0,12.0,23.0,22.0,7.0,9.0,19.0,10.0,2.0,0.45399999999999996,1.3980000000000001,0.512,2.0,2.0,1.0,47.909,31.0,34.575,2.0,0.324,0.95,0.95,1.7380000000000002,1.935,1.8719999999999999,22.62,1.6840000000000002,1.5230000000000001,5.034,0.698,13.425999999999998,9.634,1.675,1.585,1.5759999999999998,19.0,13.0,13.0,45.0,1.0,0.0,0.0,6.0,0.0,9.0,16.0,18.0,31.0,3.0,6.0,19.0,28.0,9.0,19.0,23.0,9.0,0.0,0.7390000000000001,0.945,0.0,1.0,0.0,0.0,40.996,32.0,29.825,8.0,0.33399999999999996,0.0,0.0,2.0180000000000002,1.901,1.889,0
2019020964,STL,2019,STL,STL,MIN,AWAY,2020-02-23,Team Level,all,0.4822,0.3704,0.44,3600.0,24.785,2.0780000000000003,1.899,5.699,0.795,13.004000000000001,9.525,2.046,2.27,2.237,26.0,7.0,7.0,40.0,4.0,3.0,0.0,5.0,1.0,9.0,11.0,22.0,29.0,2.0,4.0,34.0,9.0,2.0,4.0,24.0,7.0,2.0,0.831,0.7979999999999999,0.44799999999999995,1.0,3.0,0.0,44.126000000000005,33.0,35.927,4.0,0.426,0.461,0.461,2.042,2.228,2.214,29.943,2.231,2.142,6.736000000000001,0.915,17.342,12.634,2.194,2.096,2.063,33.0,9.0,26.0,68.0,1.0,2.0,1.0,8.0,2.0,15.0,14.0,32.0,41.0,2.0,4.0,19.0,13.0,8.0,3.0,29.0,12.0,1.0,0.758,1.2570000000000001,0.21600000000000003,0.0,0.0,1.0,61.931000000000004,42.0,38.699,3.0,0.456,0.313,0.313,2.373,2.235,2.222,0
2019020976,STL,2019,STL,STL,CHI,HOME,2020-02-25,Team Level,all,0.4938,0.5673,0.5714,3600.0,34.75,3.84,2.827,7.037000000000001,1.057,19.299,13.94,3.773,3.7430000000000003,3.679,37.0,11.0,11.0,59.0,6.0,1.0,0.0,9.0,0.0,19.0,13.0,31.0,42.0,4.0,8.0,30.0,14.0,7.0,6.0,32.0,13.0,3.0,1.119,1.6880000000000002,1.033,3.0,2.0,1.0,57.05,48.0,46.541000000000004,3.0,0.622,0.187,0.187,4.274,4.165,4.12,26.233,3.9360000000000004,1.79,5.604,0.833,13.548,10.29,3.7510000000000003,4.043,3.8560000000000003,30.0,6.0,9.0,45.0,5.0,4.0,1.0,5.0,0.0,8.0,14.0,25.0,31.0,4.0,8.0,32.0,11.0,6.0,1.0,22.0,7.0,7.0,0.479,0.863,2.594,1.0,0.0,4.0,47.306999999999995,36.0,37.766,1.0,0.431,0.9209999999999999,0.9209999999999999,3.446,3.531,3.4019999999999997,0
2019020990,STL,2019,STL,STL,NYI,HOME,2020-02-27,Team Level,all,0.4873,0.6374,0.5846,3803.0,27.044,2.125,1.7519999999999998,6.227,0.8440000000000001,15.424000000000001,11.629000000000001,2.05,1.9780000000000002,1.909,32.0,6.0,20.0,58.0,3.0,2.0,0.0,9.0,0.0,12.0,12.0,29.0,35.0,2.0,4.0,31.0,19.0,11.0,6.0,29.0,7.0,2.0,0.759,0.867,0.498,2.0,1.0,0.0,54.034,38.0,35.373000000000005,4.0,0.368,0.294,0.294,2.199,2.051,2.032,19.592,2.2359999999999998,1.6440000000000001,3.9,0.617,10.808,7.795,2.182,2.352,2.2969999999999997,17.0,10.0,6.0,33.0,2.0,1.0,0.0,2.0,1.0,7.0,14.0,15.0,25.0,1.0,2.0,22.0,17.0,12.0,3.0,17.0,8.0,2.0,0.485,0.848,0.903,0.0,0.0,2.0,35.038000000000004,27.0,28.54,0.0,0.371,0.027999999999999997,0.027999999999999997,2.5789999999999997,2.7110000000000003,2.654,0
2019021006,STL,2019,STL,STL,DAL,HOME,2020-02-29,Team Level,all,0.4808,0.5652,0.5181,3900.0,30.022,2.728,2.237,6.7829999999999995,1.01,17.877,12.365,2.647,2.716,2.635,29.0,14.0,22.0,65.0,3.0,1.0,0.0,8.0,1.0,14.0,16.0,26.0,40.0,0.0,0.0,36.0,27.0,8.0,3.0,32.0,7.0,4.0,0.9590000000000001,0.836,0.934,1.0,2.0,0.0,64.875,43.0,43.323,2.0,0.49700000000000005,0.203,0.203,3.022,3.0060000000000002,2.9330000000000003,29.605,2.946,1.995,6.559,0.9,15.001,12.600999999999999,2.861,2.995,2.904,31.0,9.0,10.0,50.0,3.0,3.0,0.0,7.0,0.0,12.0,15.0,28.0,37.0,3.0,6.0,27.0,27.0,9.0,5.0,25.0,12.0,3.0,0.721,1.4280000000000002,0.797,1.0,1.0,1.0,49.577,40.0,39.461999999999996,3.0,0.44,0.726,0.726,2.659,2.69,2.634,0
2019021021,STL,2019,STL,STL,NYR,AWAY,2020-03-03,Team Level,all,0.4296,0.4348,0.3944,3600.0,20.046,1.921,1.256,4.3389999999999995,0.578,11.435,8.472000000000001,1.919,1.949,1.9469999999999998,22.0,6.0,12.0,40.0,3.0,0.0,0.0,1.0,0.0,8.0,16.0,19.0,25.0,3.0,6.0,23.0,34.0,3.0,5.0,26.0,0.0,2.0,0.5489999999999999,0.0,1.3719999999999999,1.0,0.0,2.0,41.037,28.0,28.686,0.0,0.276,0.0,0.0,2.197,2.235,2.23,29.95,2.551,2.119,7.172000000000001,1.004,17.974,12.179,2.435,2.478,2.363,26.0,17.0,9.0,52.0,1.0,6.0,0.0,6.0,2.0,13.0,15.0,25.0,42.0,1.0,2.0,13.0,24.0,13.0,8.0,31.0,10.0,2.0,0.73,1.169,0.652,0.0,1.0,0.0,50.328,43.0,41.729,5.0,0.45799999999999996,1.1520000000000001,1.1520000000000001,1.857,1.795,1.7630000000000001,0
2019021043,STL,2019,STL,STL,N.J,AWAY,2020-03-06,Team Level,all,0.5,0.5437,0.561,3600.0,33.369,3.083,2.029,7.707000000000001,0.9990000000000001,18.281,13.9,3.0389999999999997,3.111,3.065,33.0,13.0,10.0,56.0,2.0,2.0,1.0,8.0,1.0,17.0,16.0,31.0,44.0,2.0,4.0,27.0,23.0,12.0,9.0,37.0,5.0,4.0,0.889,0.588,1.607,0.0,0.0,2.0,55.327,46.0,45.629,4.0,0.446,1.1179999999999999,1.1179999999999999,2.411,2.448,2.411,26.131,3.083,1.807,5.665,0.847,14.114,10.484000000000002,3.034,3.055,3.0060000000000002,32.0,4.0,11.0,47.0,4.0,3.0,0.0,9.0,0.0,9.0,11.0,28.0,32.0,4.0,8.0,36.0,21.0,11.0,16.0,22.0,11.0,3.0,0.664,1.4169999999999998,1.002,2.0,1.0,1.0,47.69,36.0,36.286,11.0,0.392,0.611,0.611,2.864,2.8280000000000003,2.815,0
2019021061,STL,2019,STL,STL,CHI,AWAY,2020-03-08,Team Level,all,0.4913,0.5102,0.4667,3600.0,24.836,2.387,1.807,5.733,0.768,13.978,10.328,2.319,2.548,2.474,26.0,9.0,15.0,50.0,2.0,1.0,0.0,7.0,0.0,12.0,13.0,24.0,33.0,6.0,15.0,28.0,34.0,10.0,10.0,27.0,6.0,2.0,0.815,0.743,0.83,2.0,0.0,0.0,53.192,35.0,37.492,9.0,0.377,0.304,0.304,2.46,2.62,2.6039999999999996,28.271,2.472,2.199,6.171,1.003,17.528,10.627,2.376,2.359,2.2680000000000002,29.0,11.0,8.0,48.0,0.0,1.0,0.0,7.0,1.0,20.0,11.0,29.0,40.0,4.0,11.0,23.0,26.0,6.0,8.0,29.0,10.0,1.0,0.9209999999999999,1.229,0.32299999999999995,0.0,0.0,0.0,46.17,40.0,38.367,5.0,0.503,0.32299999999999995,0.32299999999999995,2.6519999999999997,2.5469999999999997,2.488,0
