gameId,team,season,name,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
2019020364,EDM,2019,EDM,EDM,ARI,AWAY,2019-11-24,Team Level,all,0.5534,0.5238,0.5213,3900.0,35.469,4.149,2.3569999999999998,7.648,1.097,18.093,14.720999999999998,3.998,4.346,4.181,36.0,13.0,17.0,66.0,3.0,5.0,1.0,7.0,3.0,12.0,19.0,33.0,46.0,2.0,4.0,28.0,21.0,6.0,9.0,37.0,8.0,4.0,1.38,1.08,1.689,0.0,1.0,2.0,68.133,49.0,50.732,3.0,0.509,1.123,1.123,3.47,3.603,3.5780000000000003,32.485,3.3480000000000003,2.396,7.332999999999999,1.111,18.162,12.65,3.2760000000000002,3.2539999999999996,3.1839999999999997,29.0,16.0,15.0,60.0,3.0,5.0,1.0,6.0,1.0,10.0,20.0,26.0,42.0,0.0,0.0,29.0,18.0,11.0,8.0,30.0,11.0,4.0,1.14,1.287,0.922,2.0,1.0,0.0,59.434,45.0,44.846000000000004,3.0,0.515,0.903,0.903,2.96,2.887,2.838,0
2019020387,EDM,2019,EDM,EDM,COL,AWAY,2019-11-27,Team Level,all,0.2543,0.3361,0.3152,3600.0,20.853,1.5759999999999998,1.383,4.622,0.63,10.94,8.914,1.558,1.669,1.649,20.0,9.0,12.0,41.0,1.0,2.0,0.0,0.0,1.0,8.0,17.0,19.0,28.0,8.0,19.0,17.0,21.0,11.0,9.0,20.0,9.0,0.0,0.603,0.973,0.0,0.0,1.0,0.0,42.44,29.0,30.34,3.0,0.289,0.218,0.218,1.5819999999999999,1.6780000000000002,1.675,44.29600000000001,4.622,3.112,10.46,1.535,25.491999999999997,17.779,4.438,4.535,4.354,50.0,13.0,18.0,81.0,4.0,5.0,1.0,10.0,1.0,12.0,31.0,46.0,59.0,4.0,8.0,31.0,25.0,10.0,11.0,40.0,19.0,4.0,1.4409999999999998,2.1919999999999997,0.988,1.0,1.0,2.0,80.612,63.0,62.09,5.0,0.758,0.912,0.912,4.467,4.382,4.288,0
2019020414,EDM,2019,EDM,EDM,VAN,HOME,2019-11-30,Team Level,all,0.4954,0.5316,0.4762,3600.0,21.962,2.112,1.361,5.204,0.7020000000000001,11.485,9.136000000000001,1.9969999999999999,2.035,1.92,21.0,9.0,12.0,42.0,2.0,1.0,0.0,7.0,1.0,9.0,10.0,19.0,28.0,2.0,4.0,26.0,20.0,4.0,9.0,18.0,10.0,2.0,0.5579999999999999,1.114,0.44,1.0,1.0,0.0,39.868,30.0,28.651999999999997,4.0,0.306,0.21,0.21,2.207,2.12,2.019,24.451,2.151,1.6980000000000002,5.422000000000001,0.736,12.969000000000001,10.026,2.032,2.289,2.16,30.0,3.0,4.0,37.0,4.0,3.0,1.0,8.0,0.0,7.0,11.0,26.0,29.0,2.0,4.0,20.0,12.0,4.0,11.0,22.0,9.0,2.0,0.28600000000000003,1.22,0.644,1.0,2.0,1.0,39.406,33.0,34.935,7.0,0.381,0.5379999999999999,0.5379999999999999,1.994,2.104,2.076,0
2019020418,EDM,2019,EDM,EDM,VAN,AWAY,2019-12-01,Team Level,all,0.5995,0.4352,0.5,3600.0,26.509,3.015,1.609,5.624,0.865,15.183,11.704,2.998,3.11,3.091,28.0,10.0,9.0,47.0,3.0,0.0,0.0,11.0,0.0,10.0,14.0,25.0,35.0,2.0,4.0,26.0,14.0,6.0,8.0,33.0,3.0,2.0,0.986,0.37200000000000005,1.6569999999999998,2.0,0.0,1.0,49.873999999999995,38.0,40.295,6.0,0.344,0.0,0.0,3.36,3.4760000000000004,3.4539999999999997,27.905,2.0140000000000002,1.744,6.279,0.857,15.915999999999999,11.190999999999999,1.959,1.953,1.899,31.0,7.0,23.0,61.0,2.0,1.0,1.0,6.0,0.0,15.0,14.0,29.0,36.0,2.0,4.0,21.0,19.0,10.0,6.0,31.0,6.0,1.0,0.887,0.6859999999999999,0.441,0.0,1.0,1.0,58.678999999999995,38.0,36.8,3.0,0.368,0.441,0.441,1.9409999999999998,1.868,1.827,0
2019020436,EDM,2019,EDM,EDM,OTT,HOME,2019-12-04,Team Level,all,0.499,0.5505,0.5366,3600.0,31.474,2.843,2.338,6.632000000000001,1.026,18.309,12.852,2.738,2.74,2.638,26.0,18.0,16.0,60.0,2.0,3.0,0.0,5.0,0.0,16.0,18.0,24.0,42.0,3.0,6.0,26.0,18.0,3.0,8.0,29.0,13.0,2.0,0.858,1.537,0.44799999999999995,1.0,1.0,0.0,57.126000000000005,44.0,42.169,3.0,0.518,0.44,0.44,2.9210000000000003,2.819,2.761,28.908,2.8539999999999996,1.913,6.875,0.902,14.635,10.821,2.772,3.085,2.9930000000000003,25.0,13.0,11.0,49.0,5.0,4.0,1.0,10.0,0.0,9.0,10.0,20.0,33.0,6.0,12.0,27.0,26.0,12.0,7.0,29.0,4.0,5.0,0.784,0.49200000000000005,1.578,1.0,1.0,3.0,53.266999999999996,38.0,40.929,6.0,0.42700000000000005,0.599,0.599,2.681,2.873,2.8110000000000004,0
2019020450,EDM,2019,EDM,EDM,L.A,HOME,2019-12-06,Team Level,all,0.5208,0.3981,0.4048,3600.0,24.594,2.242,1.7990000000000002,5.803999999999999,0.8420000000000001,13.884,9.43,1.97,2.252,1.9809999999999999,20.0,14.0,9.0,43.0,2.0,4.0,0.0,6.0,0.0,11.0,11.0,18.0,32.0,2.0,4.0,22.0,19.0,8.0,14.0,25.0,7.0,2.0,0.831,0.8640000000000001,0.547,1.0,1.0,0.0,44.488,34.0,34.821,6.0,0.392,0.6729999999999999,0.6729999999999999,1.9609999999999999,1.97,1.828,33.82,2.063,2.354,8.582,1.14,21.878,13.982000000000001,2.0340000000000003,2.073,2.043,36.0,14.0,15.0,65.0,1.0,2.0,1.0,12.0,2.0,20.0,13.0,35.0,49.0,3.0,6.0,32.0,32.0,8.0,14.0,45.0,3.0,2.0,1.102,0.342,0.619,0.0,0.0,1.0,63.273999999999994,50.0,49.074,8.0,0.551,0.402,0.402,2.2119999999999997,2.224,2.193,0
2019020467,EDM,2019,EDM,EDM,BUF,HOME,2019-12-08,Team Level,all,0.5119,0.4536,0.4795,3673.0,26.144000000000002,2.6460000000000004,1.902,5.325,0.718,13.755999999999998,10.654000000000002,2.612,2.542,2.508,28.0,7.0,9.0,44.0,2.0,0.0,0.0,3.0,1.0,10.0,19.0,26.0,33.0,3.0,6.0,32.0,13.0,12.0,23.0,25.0,8.0,2.0,0.836,1.215,0.596,0.0,1.0,1.0,41.818999999999996,35.0,33.366,12.0,0.42700000000000005,0.0,0.0,3.073,2.952,2.912,26.72,2.523,1.8619999999999999,6.364,0.88,15.165,11.205,2.4530000000000003,2.7110000000000003,2.633,22.0,16.0,15.0,53.0,3.0,2.0,1.0,3.0,1.0,16.0,13.0,19.0,35.0,3.0,6.0,19.0,17.0,4.0,14.0,31.0,4.0,3.0,0.862,0.626,1.035,0.0,1.0,2.0,57.113,38.0,40.731,7.0,0.4,0.775,0.775,2.148,2.298,2.275,0
2019020479,EDM,2019,EDM,EDM,CAR,HOME,2019-12-10,Team Level,all,0.4358,0.479,0.5204,3600.0,37.225,3.491,2.605,7.48,1.1740000000000002,21.859,14.39,3.407,3.332,3.2510000000000003,36.0,15.0,6.0,57.0,3.0,1.0,1.0,4.0,0.0,24.0,19.0,33.0,48.0,4.0,8.0,28.0,21.0,8.0,22.0,35.0,13.0,3.0,1.1,1.5719999999999998,0.8190000000000001,0.0,1.0,2.0,52.848,51.0,47.57899999999999,10.0,0.607,0.276,0.276,3.822,3.661,3.5810000000000004,34.855,4.52,1.891,8.07,1.071,17.491,13.958,4.447,4.705,4.631,32.0,15.0,15.0,62.0,6.0,2.0,0.0,6.0,1.0,17.0,15.0,26.0,41.0,6.0,10.0,37.0,17.0,10.0,13.0,34.0,8.0,5.0,0.898,0.9359999999999999,2.685,3.0,0.0,3.0,69.42399999999999,47.0,52.065,8.0,0.42200000000000004,0.081,0.081,4.861000000000001,5.071000000000001,4.99,0
2019020493,EDM,2019,EDM,EDM,MIN,AWAY,2019-12-12,Team Level,all,0.4778,0.5182,0.5116,3600.0,31.456999999999997,2.523,1.886,7.032,0.903,17.859,13.797,2.513,2.56,2.55,33.0,11.0,13.0,57.0,5.0,0.0,0.0,14.0,1.0,12.0,12.0,28.0,39.0,2.0,7.0,33.0,15.0,4.0,2.0,35.0,7.0,2.0,0.847,0.7879999999999999,0.888,1.0,2.0,2.0,56.785,44.0,43.717,1.0,0.414,0.0,0.0,2.937,2.98,2.968,29.401,2.758,1.861,6.507999999999999,1.0290000000000001,16.827,13.017000000000001,2.738,2.741,2.721,26.0,16.0,11.0,53.0,6.0,1.0,0.0,5.0,2.0,10.0,18.0,20.0,36.0,3.0,9.0,33.0,9.0,10.0,7.0,32.0,8.0,2.0,0.9540000000000001,0.95,0.8540000000000001,2.0,4.0,0.0,54.058,42.0,42.442,6.0,0.38299999999999995,0.095,0.095,3.0460000000000003,3.0239999999999996,3.0060000000000002,0
2019020511,EDM,2019,EDM,EDM,TOR,HOME,2019-12-14,Team Level,all,0.4361,0.5345,0.5158,3600.0,35.359,2.7239999999999998,2.45,8.209,1.123,19.831,14.664000000000001,2.641,2.544,2.463,37.0,12.0,13.0,62.0,1.0,2.0,0.0,13.0,0.0,20.0,13.0,36.0,48.0,1.0,2.0,30.0,29.0,14.0,17.0,39.0,8.0,2.0,1.117,0.966,0.642,0.0,0.0,1.0,56.498999999999995,49.0,44.974,11.0,0.522,0.593,0.593,2.654,2.479,2.414,33.498000000000005,3.522,2.207,7.806,1.079,17.708,13.679,3.313,3.8160000000000003,3.5860000000000003,32.0,14.0,8.0,54.0,4.0,4.0,1.0,12.0,1.0,9.0,16.0,28.0,42.0,2.0,4.0,27.0,21.0,10.0,13.0,34.0,7.0,5.0,0.9129999999999999,0.775,1.8330000000000002,0.0,2.0,2.0,59.982,46.0,50.986999999999995,10.0,0.45799999999999996,1.178,1.178,2.802,3.0180000000000002,2.968,0
2019020523,EDM,2019,EDM,EDM,DAL,AWAY,2019-12-16,Team Level,all,0.423,0.3945,0.4321,3600.0,25.511999999999997,1.8259999999999998,1.575,5.672000000000001,0.72,14.520999999999999,10.687000000000001,1.817,1.9269999999999998,1.9180000000000001,28.0,7.0,8.0,43.0,2.0,1.0,1.0,5.0,0.0,8.0,19.0,26.0,33.0,3.0,6.0,17.0,17.0,7.0,12.0,32.0,2.0,1.0,0.7879999999999999,0.261,0.777,0.0,1.0,1.0,46.773999999999994,35.0,38.089,3.0,0.34299999999999997,0.777,0.777,1.392,1.515,1.5119999999999998,32.394,2.491,2.388,7.156000000000001,1.075,20.515,12.375,2.374,2.33,2.218,34.0,12.0,20.0,66.0,1.0,4.0,0.0,3.0,0.0,25.0,13.0,33.0,45.0,6.0,12.0,22.0,31.0,9.0,17.0,36.0,9.0,1.0,1.182,1.105,0.203,0.0,1.0,0.0,60.738,46.0,42.673,10.0,0.523,0.54,0.54,2.474,2.327,2.211,0
2019020537,EDM,2019,EDM,EDM,STL,AWAY,2019-12-18,Team Level,all,0.4442,0.4248,0.4639,3600.0,31.92,2.7319999999999998,2.381,7.374,1.089,18.691,12.735,2.665,2.7889999999999997,2.721,36.0,9.0,3.0,48.0,1.0,3.0,0.0,10.0,2.0,15.0,14.0,35.0,44.0,5.0,10.0,29.0,11.0,6.0,5.0,31.0,12.0,2.0,0.725,1.5330000000000001,0.473,1.0,0.0,0.0,47.661,45.0,44.674,2.0,0.537,0.523,0.523,2.7460000000000004,2.8,2.765,37.105,3.418,2.7430000000000003,7.95,1.15,21.753,14.985,3.1260000000000003,3.372,3.089,44.0,8.0,13.0,65.0,2.0,2.0,0.0,7.0,1.0,17.0,23.0,42.0,50.0,3.0,6.0,26.0,19.0,13.0,10.0,38.0,11.0,3.0,1.228,1.2209999999999999,0.9690000000000001,0.0,2.0,0.0,65.574,52.0,52.492,6.0,0.613,0.67,0.67,3.361,3.338,3.193,0
2019020551,EDM,2019,EDM,EDM,PIT,HOME,2019-12-20,Team Level,all,0.5605,0.5408,0.5769,3600.0,31.987,3.258,2.272,7.1979999999999995,0.97,18.547,12.755,3.11,3.0639999999999996,2.9160000000000004,28.0,17.0,8.0,53.0,2.0,1.0,0.0,7.0,1.0,17.0,17.0,26.0,43.0,2.0,4.0,22.0,29.0,9.0,19.0,34.0,5.0,6.0,1.036,0.49700000000000005,1.724,0.0,2.0,0.0,49.06,45.0,41.92100000000001,8.0,0.486,0.355,0.355,3.389,3.167,3.12,23.322,2.555,1.4480000000000002,5.572,0.7070000000000001,12.429,9.355,2.545,2.78,2.7689999999999997,26.0,7.0,12.0,45.0,5.0,0.0,0.0,7.0,0.0,6.0,15.0,21.0,28.0,3.0,6.0,27.0,23.0,11.0,12.0,25.0,5.0,3.0,0.7959999999999999,0.49,1.2690000000000001,2.0,0.0,3.0,50.17,33.0,36.733000000000004,7.0,0.313,0.0,0.0,2.803,3.057,3.0439999999999996,0
2019020561,EDM,2019,EDM,EDM,MTL,HOME,2019-12-21,Team Level,all,0.5898,0.4393,0.4595,3600.0,24.508000000000003,3.572,1.736,5.182,0.775,13.544,9.191,3.491,3.5610000000000004,3.48,26.0,8.0,13.0,47.0,4.0,1.0,0.0,2.0,3.0,11.0,13.0,22.0,30.0,2.0,7.0,29.0,27.0,5.0,20.0,24.0,5.0,5.0,0.9570000000000001,0.67,1.945,0.0,2.0,2.0,47.592,34.0,34.57,11.0,0.387,0.405,0.405,3.554,3.5410000000000004,3.4739999999999998,28.191,2.484,1.6909999999999998,7.032,1.3159999999999998,15.715,11.762,2.444,2.503,2.463,27.0,13.0,20.0,60.0,3.0,1.0,0.0,6.0,0.0,15.0,15.0,24.0,37.0,6.0,15.0,27.0,24.0,6.0,5.0,34.0,3.0,3.0,0.9590000000000001,0.461,1.064,2.0,0.0,1.0,59.527,40.0,39.591,2.0,0.402,0.284,0.284,2.602,2.625,2.596,0
2019020579,EDM,2019,EDM,EDM,VAN,AWAY,2019-12-23,Team Level,all,0.395,0.4561,0.4684,3600.0,26.229,2.1790000000000003,1.8359999999999999,5.712000000000001,0.848,15.447000000000001,10.978,2.1430000000000002,2.282,2.244,29.0,8.0,15.0,52.0,2.0,2.0,0.0,7.0,3.0,9.0,14.0,27.0,35.0,3.0,9.0,21.0,13.0,5.0,4.0,30.0,4.0,3.0,0.818,0.451,0.91,1.0,0.0,1.0,53.769,37.0,38.342,4.0,0.415,0.409,0.409,2.185,2.269,2.246,29.105,3.338,1.915,7.053999999999999,0.995,16.734,11.964,3.304,3.239,3.205,28.0,14.0,20.0,62.0,4.0,5.0,1.0,7.0,2.0,9.0,15.0,24.0,38.0,4.0,11.0,27.0,21.0,7.0,3.0,31.0,9.0,2.0,0.935,1.101,1.301,1.0,1.0,2.0,59.593999999999994,42.0,40.519,2.0,0.40700000000000003,0.782,0.782,2.9619999999999997,2.877,2.858,0
2019020590,EDM,2019,EDM,EDM,CGY,HOME,2019-12-27,Team Level,all,0.5838,0.5143,0.5385,3600.0,29.22,2.185,2.016,6.932,0.96,17.067999999999998,12.838,2.1719999999999997,1.993,1.9809999999999999,29.0,13.0,12.0,54.0,1.0,1.0,0.0,4.0,0.0,20.0,16.0,28.0,41.0,1.0,2.0,27.0,28.0,8.0,19.0,32.0,9.0,1.0,1.034,0.875,0.276,0.0,1.0,0.0,48.501999999999995,42.0,38.069,12.0,0.42100000000000004,0.025,0.025,2.5810000000000004,2.355,2.343,25.936,1.558,1.525,6.192,0.818,14.167,11.739,1.5490000000000002,1.719,1.709,31.0,5.0,15.0,51.0,5.0,0.0,0.0,3.0,1.0,13.0,14.0,26.0,31.0,2.0,4.0,27.0,23.0,7.0,16.0,32.0,3.0,1.0,0.932,0.34,0.28600000000000003,2.0,2.0,1.0,57.166000000000004,36.0,39.604,9.0,0.324,0.0,0.0,1.882,2.069,2.056,0
2019020623,EDM,2019,EDM,EDM,NYR,HOME,2019-12-31,Team Level,all,0.5779,0.4286,0.4607,3600.0,29.604,3.7030000000000003,2.026,6.747000000000001,0.972,16.191,11.362,3.6639999999999997,3.742,3.7030000000000003,31.0,10.0,13.0,54.0,7.0,0.0,0.0,4.0,1.0,13.0,16.0,24.0,34.0,3.0,6.0,29.0,17.0,12.0,23.0,27.0,11.0,3.0,0.889,1.399,1.415,0.0,5.0,2.0,58.184,41.0,42.388000000000005,20.0,0.465,0.0,0.0,4.168,4.2139999999999995,4.168,34.504,2.705,1.992,7.694,1.064,18.747,15.799000000000001,2.677,2.639,2.613,32.0,16.0,24.0,72.0,5.0,1.0,0.0,9.0,2.0,18.0,13.0,27.0,43.0,5.0,12.0,37.0,23.0,12.0,15.0,34.0,12.0,2.0,0.698,1.585,0.42200000000000004,2.0,3.0,0.0,66.67,48.0,46.358999999999995,12.0,0.429,0.12300000000000001,0.12300000000000001,3.011,2.9410000000000003,2.909,0
2019020628,EDM,2019,EDM,EDM,BUF,AWAY,2020-01-02,Team Level,all,0.4261,0.4819,0.5072,3669.0,22.831,1.756,1.715,4.896,0.799,14.897,10.937000000000001,1.692,1.916,1.8459999999999999,27.0,8.0,5.0,40.0,2.0,1.0,1.0,8.0,0.0,9.0,15.0,25.0,33.0,3.0,4.0,32.0,19.0,5.0,9.0,27.0,6.0,2.0,0.723,0.531,0.502,0.0,1.0,1.0,43.273,35.0,37.62,2.0,0.36200000000000004,0.228,0.228,1.89,2.051,1.989,24.625999999999998,2.365,1.619,5.434,0.748,13.432,10.402000000000001,2.214,2.247,2.102,26.0,8.0,9.0,43.0,3.0,1.0,1.0,9.0,1.0,9.0,11.0,23.0,31.0,1.0,2.0,17.0,19.0,5.0,6.0,25.0,6.0,3.0,0.725,0.669,0.971,0.0,1.0,2.0,41.012,34.0,32.426,3.0,0.34600000000000003,0.128,0.46,2.251,2.117,2.013,0
2019020641,EDM,2019,EDM,EDM,BOS,AWAY,2020-01-04,Team Level,all,0.5871,0.4569,0.4432,3600.0,27.404,3.237,1.798,5.974,0.9279999999999999,14.897,12.165999999999999,3.222,3.327,3.3110000000000004,26.0,13.0,14.0,53.0,4.0,0.0,0.0,7.0,0.0,15.0,13.0,22.0,35.0,3.0,6.0,30.0,31.0,6.0,11.0,31.0,5.0,3.0,0.8440000000000001,0.613,1.78,1.0,2.0,1.0,54.622,39.0,40.209,5.0,0.392,0.0,0.0,3.6289999999999996,3.735,3.714,34.219,2.2769999999999997,2.261,7.524,1.1159999999999999,20.496,15.325999999999999,2.234,2.175,2.134,36.0,13.0,14.0,63.0,1.0,0.0,0.0,5.0,1.0,19.0,23.0,35.0,48.0,2.0,4.0,24.0,29.0,8.0,8.0,41.0,8.0,0.0,1.242,1.035,0.0,0.0,1.0,0.0,60.4,49.0,47.118,2.0,0.49200000000000005,0.0,0.0,2.7689999999999997,2.647,2.597,0
2019020659,EDM,2019,EDM,EDM,TOR,AWAY,2020-01-06,Team Level,all,0.6253,0.5285,0.5208,3600.0,36.448,5.499,2.6289999999999996,7.561,1.146,19.177,13.989,5.17,5.854,5.501,35.0,15.0,15.0,65.0,6.0,5.0,1.0,11.0,4.0,14.0,10.0,29.0,44.0,4.0,8.0,26.0,33.0,8.0,15.0,33.0,8.0,9.0,0.7170000000000001,1.057,3.725,4.0,0.0,2.0,70.37100000000001,50.0,53.728,10.0,0.585,0.862,0.862,5.221,5.52,5.313,32.933,3.295,2.443,6.8260000000000005,1.058,19.436,12.943,3.222,3.127,3.055,36.0,10.0,12.0,58.0,4.0,2.0,0.0,7.0,3.0,12.0,18.0,32.0,42.0,6.0,12.0,37.0,21.0,9.0,13.0,27.0,16.0,3.0,0.6559999999999999,1.854,0.785,1.0,3.0,0.0,53.691,46.0,42.828,10.0,0.561,0.499,0.499,3.358,3.1710000000000003,3.103,0
2019020679,EDM,2019,EDM,EDM,MTL,AWAY,2020-01-09,Team Level,all,0.5119,0.4352,0.4524,3600.0,28.083000000000002,2.7739999999999996,2.039,5.653,0.77,15.151,11.614,2.747,2.8310000000000004,2.802,26.0,12.0,9.0,47.0,4.0,0.0,0.0,7.0,0.0,15.0,12.0,22.0,34.0,2.0,4.0,32.0,23.0,5.0,13.0,28.0,8.0,2.0,0.884,0.7929999999999999,1.0959999999999999,0.0,2.0,2.0,47.129,38.0,38.1,12.0,0.445,0.0,0.0,3.219,3.287,3.2510000000000003,33.586,2.645,2.346,8.666,1.128,18.535999999999998,12.677999999999999,2.61,2.612,2.577,37.0,9.0,15.0,61.0,2.0,2.0,1.0,14.0,1.0,12.0,15.0,35.0,44.0,2.0,4.0,30.0,23.0,5.0,13.0,36.0,7.0,3.0,0.8440000000000001,1.0590000000000002,0.742,1.0,0.0,1.0,60.981,46.0,46.035,12.0,0.524,0.503,0.503,2.6660000000000004,2.625,2.595,0
2019020700,EDM,2019,EDM,EDM,CGY,AWAY,2020-01-11,Team Level,all,0.3772,0.4359,0.4222,3600.0,28.502,2.405,2.094,6.301,0.8640000000000001,15.335,11.002,2.342,2.488,2.423,32.0,6.0,13.0,51.0,3.0,2.0,0.0,4.0,0.0,17.0,12.0,29.0,35.0,2.0,4.0,24.0,20.0,14.0,16.0,27.0,8.0,3.0,0.787,0.8640000000000001,0.754,0.0,2.0,1.0,53.09,38.0,38.988,8.0,0.469,0.35,0.35,2.525,2.622,2.57,37.466,3.971,2.434,8.448,1.187,20.855999999999998,15.104000000000001,3.673,3.83,3.545,33.0,19.0,14.0,66.0,4.0,4.0,1.0,7.0,1.0,19.0,17.0,29.0,48.0,1.0,2.0,29.0,29.0,10.0,15.0,39.0,8.0,5.0,1.244,0.9470000000000001,1.78,3.0,0.0,1.0,63.82899999999999,52.0,50.77,11.0,0.512,1.38,1.38,3.1039999999999996,2.988,2.948,0
2019020723,EDM,2019,EDM,EDM,NSH,HOME,2020-01-14,Team Level,all,0.6294,0.5081,0.4945,3600.0,33.958,3.886,2.3609999999999998,7.691,0.95,17.498,12.613,3.543,3.841,3.498,32.0,13.0,18.0,63.0,4.0,2.0,1.0,6.0,0.0,16.0,17.0,28.0,41.0,3.0,6.0,25.0,24.0,9.0,9.0,28.0,12.0,5.0,0.695,1.714,1.476,1.0,1.0,2.0,62.655,45.0,44.924,4.0,0.514,0.706,0.706,3.694,3.64,3.5589999999999997,33.797,2.2880000000000003,2.197,8.381,1.048,18.752,13.333,2.261,2.344,2.316,32.0,14.0,15.0,61.0,2.0,1.0,0.0,12.0,0.0,12.0,19.0,30.0,44.0,3.0,6.0,37.0,23.0,8.0,8.0,40.0,3.0,3.0,0.905,0.49200000000000005,0.892,0.0,1.0,1.0,61.06100000000001,46.0,45.873999999999995,2.0,0.48,0.358,0.358,2.411,2.474,2.45,0
2019020745,EDM,2019,EDM,EDM,ARI,HOME,2020-01-18,Team Level,all,0.5232,0.5098,0.5068,3600.0,26.804000000000002,3.156,1.972,6.187,0.8959999999999999,14.284,10.505,3.0469999999999997,3.213,3.102,27.0,10.0,15.0,52.0,7.0,2.0,1.0,7.0,1.0,5.0,15.0,20.0,30.0,4.0,8.0,35.0,21.0,14.0,10.0,24.0,9.0,4.0,0.797,1.179,1.179,2.0,2.0,3.0,55.528,37.0,38.253,6.0,0.436,0.436,0.436,3.156,3.2060000000000004,3.1519999999999997,26.261999999999997,2.8760000000000003,1.5930000000000002,5.837000000000001,0.809,13.432,11.453,2.8510000000000004,2.8339999999999996,2.8089999999999997,30.0,6.0,14.0,50.0,3.0,2.0,1.0,6.0,1.0,13.0,11.0,27.0,33.0,3.0,6.0,27.0,18.0,9.0,7.0,31.0,2.0,3.0,0.9420000000000001,0.381,1.5530000000000002,1.0,0.0,2.0,46.417,36.0,34.689,1.0,0.35,0.9570000000000001,0.9570000000000001,2.269,2.221,2.207,0
2019020778,EDM,2019,EDM,EDM,CGY,HOME,2020-01-29,Team Level,all,0.637,0.5462,0.5604,3900.0,37.455999999999996,3.522,2.695,9.078,1.3,19.812,14.594000000000001,3.364,3.361,3.208,34.0,17.0,14.0,65.0,3.0,5.0,2.0,8.0,4.0,12.0,19.0,31.0,48.0,5.0,16.0,31.0,35.0,10.0,22.0,38.0,8.0,5.0,1.035,0.861,1.626,0.0,1.0,2.0,61.635,51.0,48.371,10.0,0.6,1.2229999999999999,1.2229999999999999,2.8989999999999996,2.7710000000000004,2.722,28.719,2.0069999999999997,1.6,6.604,0.9059999999999999,15.995999999999999,12.888,2.002,2.129,2.123,28.0,12.0,14.0,54.0,3.0,0.0,0.0,9.0,1.0,13.0,14.0,25.0,37.0,7.0,20.0,35.0,24.0,8.0,10.0,32.0,5.0,3.0,0.474,0.7090000000000001,0.8240000000000001,2.0,1.0,0.0,57.552,40.0,42.523,7.0,0.35700000000000004,0.0,0.0,2.365,2.5069999999999997,2.496,0
